selling_price,year,name,fullname,brand,log_km_driven,seats,kmpl,engine_cc
675.0,2019,MARUTI SWIFT,MARUTI SWIFT DZIRE VXI 1.2,MARUTI,8.517193191416238,5.0,21.21,1197.0
675.0,2019,RENAULT TRIBER,RENAULT TRIBER RXZ BSIV,RENAULT,8.517193191416238,7.0,20.0,999.0
150.0,2010,MARUTI ALTO,MARUTI ALTO LXI BSIII,MARUTI,11.424094251263613,5.0,19.7,796.0
400.0,2016,HONDA BRIO,HONDA BRIO S MT,HONDA,11.127262984158243,5.0,19.4,1198.0
240.0,2010,MARUTI SWIFT,MARUTI SWIFT DZIRE VXI,MARUTI,11.870599909242044,5.0,17.5,1298.0
240.0,2013,MARUTI ALTO,MARUTI ALTO K10 2010-2014 VXI,MARUTI,11.002099841204238,5.0,20.92,998.0
1100.0,2018,HYUNDAI VERNA,HYUNDAI VERNA VTVT 1.6 SX OPTION,HYUNDAI,11.002099841204238,5.0,17.0,1591.0
350.0,2013,MARUTI WAGON,MARUTI WAGON R STINGRAY VXI,MARUTI,10.596634733096073,5.0,20.51,998.0
330.0,2016,RENAULT KWID,RENAULT KWID RXT,RENAULT,9.903487552536127,5.0,25.17,799.0
1100.0,2019,HYUNDAI VERNA,HYUNDAI VERNA VTVT 1.6 SX OPTION,HYUNDAI,9.210340371976184,5.0,17.0,1591.0
520.0,2017,TATA TIAGO,TATA TIAGO 1.2 REVOTRON XZ,TATA,9.903487552536127,5.0,23.84,1199.0
310.0,2013,HYUNDAI I10,HYUNDAI I10 MAGNA 1.1L,HYUNDAI,11.156250521031495,5.0,19.81,1086.0
400.0,2011,HYUNDAI VERNA,HYUNDAI VERNA TRANSFORM SX VTVT,HYUNDAI,11.002099841204238,5.0,16.2,1599.0
120.0,2009,MARUTI ALTO,MARUTI ALTO LXI,MARUTI,11.407564949312402,5.0,19.7,796.0
650.0,2018,MAHINDRA KUV,MAHINDRA KUV 100 G80 K8,MAHINDRA,8.699514748210191,6.0,18.15,1198.0
290.0,2019,RENAULT KWID,RENAULT KWID RXT OPTIONAL,RENAULT,9.95227771670556,5.0,25.17,799.0
215.0,2013,MARUTI ALTO,MARUTI ALTO K10 2010-2014 VXI,MARUTI,10.126631103850338,5.0,20.92,998.0
250.0,2016,RENAULT KWID,RENAULT KWID RXT OPTIONAL,RENAULT,9.998797732340453,5.0,25.17,799.0
310.0,2016,RENAULT KWID,RENAULT KWID RXT OPTIONAL,RENAULT,9.350102314351341,5.0,25.17,799.0
340.0,2016,MARUTI WAGON,MARUTI WAGON R VXI BS IV,MARUTI,10.596634733096073,5.0,20.51,998.0
650.0,2018,HYUNDAI ELITE,HYUNDAI ELITE I20 PETROL SPORTZ,HYUNDAI,10.367221568768269,5.0,18.6,1197.0
300.0,2014,HYUNDAI I10,HYUNDAI I10 SPORTZ,HYUNDAI,11.082142548877775,5.0,20.36,1197.0
650.0,2017,FORD FIGO,FORD FIGO ASPIRE 1.2 TI-VCT TITANIUM,FORD,8.517193191416238,5.0,18.16,1196.0
250.0,2013,MARUTI ALTO,MARUTI ALTO K10 LXI,MARUTI,10.203592144986466,5.0,20.92,998.0
610.0,2017,MARUTI SWIFT,MARUTI SWIFT VVT ZXI,MARUTI,9.615805480084347,5.0,22.0,1197.0
560.0,2018,TATA TIAGO,TATA TIAGO 1.2 REVOTRON XZ WO ALLOY,TATA,10.177324218165856,5.0,23.84,1199.0
511.0,2015,MARUTI SWIFT,MARUTI SWIFT DZIRE VXI,MARUTI,10.308952660644293,5.0,20.85,1197.0
325.0,2015,TATA ZEST,TATA ZEST REVOTRON 1.2 XT,TATA,10.819778284410283,5.0,17.57,1193.0
320.0,2014,HYUNDAI I20,HYUNDAI I20 SPORTZ 1.2,HYUNDAI,11.184421397998193,5.0,18.6,1197.0
290.0,2017,RENAULT KWID,RENAULT KWID CLIMBER 1.0 MT,RENAULT,10.819778284410283,5.0,23.01,999.0
80.0,2013,TATA NANO,TATA NANO CX,TATA,10.308952660644293,4.0,25.4,624.0
340.0,2017,RENAULT KWID,RENAULT KWID RXT,RENAULT,10.126631103850338,5.0,25.17,799.0
100.0,2006,MARUTI ALTO,MARUTI ALTO LX,MARUTI,10.596634733096073,5.0,19.7,796.0
395.0,2019,RENAULT KWID,RENAULT KWID RXT OPTIONAL,RENAULT,9.210340371976184,5.0,25.17,799.0
200.0,2010,MARUTI WAGON,MARUTI WAGON R VXI MINOR,MARUTI,11.082142548877775,5.0,18.9,1061.0
310.0,2015,MARUTI EECO,MARUTI EECO 5 SEATER AC BSIV,MARUTI,11.184421397998193,5.0,15.37,1196.0
130.0,2012,CHEVROLET SPARK,CHEVROLET SPARK 1.0 LT,CHEVROLET,11.608235644774552,5.0,16.2,995.0
330.0,2014,CHEVROLET SAIL,CHEVROLET SAIL 1.2 LT ABS,CHEVROLET,10.043249494911286,5.0,18.2,1199.0
166.0,2013,MARUTI OMNI,MARUTI OMNI MPI STD BSIV,MARUTI,10.819778284410283,5.0,16.8,796.0
570.0,2019,HYUNDAI XCENT,HYUNDAI XCENT 1.2 VTVT SX,HYUNDAI,9.615805480084347,5.0,20.14,1197.0
210.0,2010,MARUTI SWIFT,MARUTI SWIFT DZIRE 1.2 VXI BSIV,MARUTI,12.206072645530174,5.0,17.5,1197.0
120.0,2009,MARUTI ALTO,MARUTI ALTO LXI,MARUTI,11.695247021764184,5.0,19.7,796.0
392.0,2016,MARUTI EECO,MARUTI EECO 5 SEATER AC BSIV,MARUTI,10.545341438708522,5.0,15.37,1196.0
150.0,2010,TATA MANZA,TATA MANZA AURA PLUS SAFIRE,TATA,11.55214617812351,5.0,15.0,1368.0
595.0,2017,HONDA BR-V,HONDA BR-V I-VTEC E MT,HONDA,11.695247021764184,7.0,15.4,1497.0
225.0,2012,MARUTI WAGON,MARUTI WAGON R VXI BSII,MARUTI,11.289781913656018,5.0,18.9,998.0
200.0,2015,RENAULT KWID,RENAULT KWID RXL,RENAULT,10.819778284410283,5.0,25.17,799.0
480.0,2019,MARUTI WAGON,MARUTI WAGON R VXI 1.2,MARUTI,10.126631103850338,5.0,20.52,1197.0
700.0,2018,HYUNDAI I20,HYUNDAI I20 1.2 ASTA,HYUNDAI,8.699514748210191,5.0,18.6,1197.0
650.0,2017,HYUNDAI I20,HYUNDAI I20 1.2 ASTA OPTION,HYUNDAI,8.987196820661973,5.0,18.6,1197.0
220.0,2010,MARUTI RITZ,MARUTI RITZ VXI,MARUTI,9.903487552536127,5.0,21.1,1197.0
140.0,2010,CHEVROLET BEAT,CHEVROLET BEAT LT,CHEVROLET,11.225243392518447,5.0,18.6,1199.0
170.0,2009,HYUNDAI I10,HYUNDAI I10 SPORTZ,HYUNDAI,11.512925464970229,5.0,20.36,1197.0
315.0,2016,RENAULT KWID,RENAULT KWID RXT,RENAULT,10.849337086651827,5.0,25.17,799.0
610.0,2017,HYUNDAI I20,HYUNDAI I20 1.2 ASTA,HYUNDAI,10.596634733096073,5.0,18.6,1197.0
235.0,2014,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,10.819778284410283,5.0,22.74,796.0
330.0,2017,MARUTI EECO,MARUTI EECO 5 SEATER AC BSIV,MARUTI,11.407564949312402,5.0,15.37,1196.0
585.0,2019,MARUTI SWIFT,MARUTI SWIFT VXI,MARUTI,9.210340371976184,5.0,21.21,1197.0
360.0,2019,MARUTI ALTO,MARUTI ALTO K10 VXI,MARUTI,10.203592144986466,5.0,23.95,998.0
200.0,2017,MARUTI OMNI,MARUTI OMNI MPI CARGO BSIV,MARUTI,10.819778284410283,5.0,16.8,796.0
700.0,2017,MARUTI ERTIGA,MARUTI ERTIGA BSIV VXI,MARUTI,12.332705296463539,7.0,17.5,1373.0
220.0,2014,HYUNDAI SANTRO,HYUNDAI SANTRO XING GLS,HYUNDAI,10.596634733096073,5.0,17.92,1086.0
275.0,2014,HYUNDAI I10,HYUNDAI I10 MAGNA 1.2 ITECH SE,HYUNDAI,10.87804719253426,5.0,20.36,1197.0
570.0,2017,HYUNDAI I20,HYUNDAI I20 1.2 MAGNA EXECUTIVE,HYUNDAI,10.308952660644293,5.0,18.6,1197.0
250.0,2014,HYUNDAI EON,HYUNDAI EON MAGNA PLUS,HYUNDAI,11.002099841204238,5.0,21.1,814.0
270.0,2012,HYUNDAI I10,HYUNDAI I10 MAGNA 1.2 ITECH SE,HYUNDAI,10.933106969717286,5.0,20.36,1197.0
600.0,2017,HYUNDAI XCENT,HYUNDAI XCENT 1.2 VTVT S,HYUNDAI,8.517193191416238,5.0,20.14,1197.0
700.0,2015,HYUNDAI VERNA,HYUNDAI VERNA 1.6 VTVT S OPTION,HYUNDAI,10.126631103850338,5.0,17.01,1591.0
250.0,2011,NISSAN SUNNY,NISSAN SUNNY XV,NISSAN,11.608235644774552,5.0,16.95,1498.0
335.0,2015,MARUTI WAGON,MARUTI WAGON R VXI BS IV,MARUTI,10.308952660644293,5.0,20.51,998.0
191.0,2012,MARUTI ZEN,MARUTI ZEN ESTILO VXI BSIV,MARUTI,11.407564949312402,5.0,19.0,998.0
120.0,2002,MARUTI 800,MARUTI 800 AC BSIII,MARUTI,11.695247021764184,4.0,16.1,796.0
250.0,2012,MARUTI ALTO,MARUTI ALTO K10 2010-2014 VXI,MARUTI,11.407564949312402,5.0,20.92,998.0
700.0,2018,HYUNDAI I20,HYUNDAI I20 1.2 ASTA OPTION,HYUNDAI,10.308952660644293,5.0,18.6,1197.0
225.0,2011,TATA MANZA,TATA MANZA AURA SAFIRE,TATA,10.46310334047155,5.0,15.0,1368.0
700.0,2015,MARUTI ERTIGA,MARUTI ERTIGA ZXI,MARUTI,10.46310334047155,7.0,16.02,1373.0
560.0,2014,MARUTI ERTIGA,MARUTI ERTIGA VXI,MARUTI,10.126631103850338,7.0,16.02,1373.0
120.0,2008,MARUTI ZEN,MARUTI ZEN ESTILO 1.1 VXI BSIII,MARUTI,10.596634733096073,5.0,18.2,1061.0
52.0,1999,MARUTI 800,MARUTI 800 DX,MARUTI,11.512925464970229,4.0,16.1,796.0
45.0,1994,MARUTI 800,MARUTI 800 AC,MARUTI,11.002099841204238,4.0,16.1,796.0
160.0,2006,MARUTI ALTO,MARUTI ALTO LXI BSIII,MARUTI,11.407564949312402,5.0,19.7,796.0
310.0,2015,HYUNDAI I10,HYUNDAI I10 SPORTZ 1.1L,HYUNDAI,10.819778284410283,5.0,19.81,1086.0
400.0,2018,MARUTI WAGON,MARUTI WAGON R VXI OPTIONAL,MARUTI,9.769956159911606,5.0,20.51,998.0
350.0,2017,MARUTI ALTO,MARUTI ALTO K10 VXI,MARUTI,10.203592144986466,5.0,23.95,998.0
350.0,2016,MARUTI WAGON,MARUTI WAGON R LXI OPTIONAL,MARUTI,10.126631103850338,5.0,20.51,998.0
625.0,2018,MARUTI BALENO,MARUTI BALENO ZETA 1.2,MARUTI,9.210340371976184,5.0,21.4,1197.0
650.0,2017,HYUNDAI I20,HYUNDAI I20 1.2 ASTA OPTION,HYUNDAI,10.596634733096073,5.0,18.6,1197.0
700.0,2019,HONDA AMAZE,HONDA AMAZE V PETROL BSIV,HONDA,8.411832675758411,5.0,19.5,1199.0
550.0,2012,HONDA CITY,HONDA CITY V MT,HONDA,11.326595886778735,5.0,16.8,1497.0
450.0,2017,HONDA BRIO,HONDA BRIO 1.2 VX MT,HONDA,8.817297783866575,5.0,18.5,1198.0
650.0,2015,MARUTI CIAZ,MARUTI CIAZ VXI PLUS,MARUTI,10.165851817003619,5.0,20.73,1373.0
430.0,2017,HYUNDAI GRAND,HYUNDAI GRAND I10 1.2 KAPPA ERA,HYUNDAI,10.858998997563564,5.0,17.0,1197.0
230.0,2011,MARUTI RITZ,MARUTI RITZ VXI,MARUTI,9.825526011066415,5.0,18.5,1197.0
670.0,2016,FORD ECOSPORT,FORD ECOSPORT 1.5 TI VCT MT TREND BSIV,FORD,10.829292876778869,5.0,15.85,1499.0
630.0,2020,MARUTI BALENO,MARUTI BALENO DELTA,MARUTI,8.517193191416238,5.0,21.01,1197.0
270.0,2019,DATSUN REDIGO,DATSUN REDIGO A,DATSUN,7.7406644019172415,5.0,22.7,799.0
300.0,2016,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,10.596634733096073,5.0,22.74,796.0
740.0,2018,TATA NEXON,TATA NEXON 1.2 REVOTRON XM,TATA,9.615805480084347,5.0,17.0,1198.0
220.0,2011,MARUTI WAGON,MARUTI WAGON R VXI BS IV,MARUTI,10.596634733096073,5.0,18.9,998.0
590.0,2018,HYUNDAI GRAND,HYUNDAI GRAND I10 1.2 KAPPA ASTA,HYUNDAI,9.210340371976184,5.0,18.9,1197.0
350.0,2015,MARUTI RITZ,MARUTI RITZ VXI,MARUTI,10.976782033219948,5.0,18.5,1197.0
575.0,2018,MARUTI BALENO,MARUTI BALENO DELTA 1.2,MARUTI,9.903487552536127,5.0,21.4,1197.0
350.0,2018,RENAULT KWID,RENAULT KWID 1.0 RXT OPTIONAL,RENAULT,10.308952660644293,5.0,23.01,999.0
650.0,2014,HONDA CITY,HONDA CITY I VTEC VX,HONDA,10.933106969717286,5.0,17.4,1497.0
400.0,2017,MARUTI WAGON,MARUTI WAGON R VXI BS IV,MARUTI,9.449357272446683,5.0,20.51,998.0
520.0,2017,HYUNDAI XCENT,HYUNDAI XCENT 1.2 KAPPA SX,HYUNDAI,10.308952660644293,5.0,19.1,1197.0
350.0,2017,RENAULT KWID,RENAULT KWID RXT,RENAULT,10.4341158035983,5.0,25.17,799.0
165.0,2008,HYUNDAI I10,HYUNDAI I10 ERA,HYUNDAI,11.407564949312402,5.0,19.81,1086.0
285.0,2015,MARUTI ALTO,MARUTI ALTO K10 VXI,MARUTI,10.596634733096073,5.0,23.95,998.0
700.0,2018,FORD FREESTYLE,FORD FREESTYLE TITANIUM PETROL BSIV,FORD,9.857443614034722,5.0,19.0,1194.0
900.0,2018,MARUTI ERTIGA,MARUTI ERTIGA ZXI PLUS PETROL,MARUTI,10.126631103850338,7.0,19.34,1462.0
180.0,2005,MARUTI ALTO,MARUTI ALTO LXI BSIII,MARUTI,10.80881844417394,5.0,19.7,796.0
220.0,2016,HYUNDAI EON,HYUNDAI EON D LITE PLUS OPTION,HYUNDAI,11.512925464970229,5.0,21.1,814.0
250.0,2015,HYUNDAI EON,HYUNDAI EON ERA PLUS,HYUNDAI,11.289781913656018,5.0,21.1,814.0
318.0,2014,MARUTI WAGON,MARUTI WAGON R VXI BS IV WITH ABS,MARUTI,11.289781913656018,5.0,20.51,998.0
480.0,2018,HYUNDAI XCENT,HYUNDAI XCENT 1.2 VTVT S,HYUNDAI,10.596634733096073,5.0,20.14,1197.0
250.0,2014,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,10.596634733096073,5.0,22.74,796.0
550.0,2017,HYUNDAI I20,HYUNDAI I20 1.2 SPOTZ,HYUNDAI,10.819778284410283,5.0,18.6,1197.0
445.0,2017,HYUNDAI GRAND,HYUNDAI GRAND I10 MAGNA,HYUNDAI,10.126631103850338,5.0,18.9,1197.0
150.0,2009,HYUNDAI SANTRO,HYUNDAI SANTRO XING GLS,HYUNDAI,11.407564949312402,5.0,17.92,1086.0
560.0,2018,MARUTI BALENO,MARUTI BALENO DELTA 1.2,MARUTI,9.903487552536127,5.0,21.4,1197.0
500.0,2016,MARUTI SWIFT,MARUTI SWIFT DZIRE VXI,MARUTI,10.308952660644293,5.0,20.85,1197.0
650.0,2016,HYUNDAI I20,HYUNDAI I20 2015-2017 ASTA OPTION 1.2,HYUNDAI,10.275051108968611,5.0,18.6,1197.0
220.0,2016,MARUTI OMNI,MARUTI OMNI E MPI STD BS IV,MARUTI,11.407564949312402,8.0,16.8,796.0
450.0,2018,TATA TIAGO,TATA TIAGO 1.2 REVOTRON XZ,TATA,8.517193191416238,5.0,23.84,1199.0
170.0,2012,HYUNDAI EON,HYUNDAI EON D LITE,HYUNDAI,10.596634733096073,5.0,21.1,814.0
350.0,2014,MARUTI RITZ,MARUTI RITZ VXI,MARUTI,10.126631103850338,5.0,18.5,1197.0
678.0,2018,VOLKSWAGEN POLO,VOLKSWAGEN POLO 2015-2019 1.0 MPI HIGHLINE PLUS,VOLKSWAGEN,9.740968623038354,5.0,18.78,999.0
300.0,2010,HYUNDAI I20,HYUNDAI I20 MAGNA,HYUNDAI,10.799575577092764,5.0,18.5,1197.0
520.0,2016,HYUNDAI I20,HYUNDAI I20 2015-2017 MAGNA 1.2,HYUNDAI,10.275051108968611,5.0,18.6,1197.0
650.0,2017,MARUTI SWIFT,MARUTI SWIFT DZIRE ZXI,MARUTI,11.156250521031495,5.0,20.85,1197.0
500.0,2019,MARUTI SWIFT,MARUTI SWIFT LXI,MARUTI,9.615805480084347,5.0,21.21,1197.0
150.0,2009,HYUNDAI SANTRO,HYUNDAI SANTRO XING GLS,HYUNDAI,11.251560700835821,5.0,17.92,1086.0
410.0,2015,MARUTI WAGON,MARUTI WAGON R VXI BS IV,MARUTI,9.825526011066415,5.0,20.51,998.0
290.0,2015,RENAULT KWID,RENAULT KWID RXT,RENAULT,9.629050706834368,5.0,25.17,799.0
500.0,2015,HONDA MOBILIO,HONDA MOBILIO V I VTEC,HONDA,10.46310334047155,7.0,17.3,1497.0
190.0,2013,HYUNDAI EON,HYUNDAI EON ERA PLUS,HYUNDAI,11.156250521031495,5.0,21.1,814.0
585.0,2017,TOYOTA ETIOS,TOYOTA ETIOS LIVA 1.2 V DUAL TONE,TOYOTA,10.819778284410283,5.0,17.71,1197.0
240.0,2014,MARUTI ALTO,MARUTI ALTO 800 VXI,MARUTI,10.819778284410283,5.0,22.74,796.0
800.0,2019,HYUNDAI I20,HYUNDAI I20 ACTIVE S PETROL,HYUNDAI,8.517193191416238,5.0,17.19,1197.0
510.0,2017,HYUNDAI GRAND,HYUNDAI GRAND I10 SPORTZ,HYUNDAI,10.126631103850338,5.0,18.9,1197.0
720.0,2017,HONDA WR-V,HONDA WR-V I-VTEC VX,HONDA,10.308952660644293,5.0,17.5,1199.0
300.0,2012,HYUNDAI I20,HYUNDAI I20 SPORTZ 1.2,HYUNDAI,11.695247021764184,5.0,18.5,1197.0
450.0,2013,MARUTI ERTIGA,MARUTI ERTIGA VXI,MARUTI,11.84939770159144,7.0,16.02,1373.0
525.0,2019,HYUNDAI XCENT,HYUNDAI XCENT 1.2 VTVT E,HYUNDAI,11.512925464970229,5.0,20.14,1197.0
590.0,2019,HYUNDAI XCENT,HYUNDAI XCENT 1.2 VTVT S,HYUNDAI,11.407564949312402,5.0,20.14,1197.0
450.0,2014,CHEVROLET SAIL,CHEVROLET SAIL 1.2 LS ABS,CHEVROLET,9.51044496442652,5.0,18.2,1199.0
645.0,2017,HYUNDAI I20,HYUNDAI I20 1.2 SPOTZ,HYUNDAI,9.903487552536127,5.0,18.6,1197.0
200.0,2013,HYUNDAI EON,HYUNDAI EON MAGNA PLUS,HYUNDAI,10.596634733096073,5.0,21.1,814.0
700.0,2015,HONDA CITY,HONDA CITY I VTEC V,HONDA,10.308952660644293,5.0,17.4,1497.0
169.0,2011,CHEVROLET SPARK,CHEVROLET SPARK 1.0 LS,CHEVROLET,10.621327345686446,5.0,18.0,995.0
550.0,2018,MARUTI SWIFT,MARUTI SWIFT DZIRE LXI 1.2 BS IV,MARUTI,8.517193191416238,5.0,22.0,1197.0
749.0,2016,HYUNDAI VERNA,HYUNDAI VERNA 1.6 VTVT SX,HYUNDAI,10.126631103850338,5.0,17.01,1591.0
350.0,2015,DATSUN GO,DATSUN GO PLUS A,DATSUN,11.002099841204238,7.0,20.62,1198.0
500.0,2017,MARUTI SWIFT,MARUTI SWIFT DZIRE VXI,MARUTI,10.668955394675699,5.0,20.85,1197.0
260.0,2016,RENAULT KWID,RENAULT KWID RXT,RENAULT,10.308952660644293,5.0,25.17,799.0
400.0,2016,HYUNDAI GRAND,HYUNDAI GRAND I10 MAGNA,HYUNDAI,11.289781913656018,5.0,18.9,1197.0
650.0,2019,HYUNDAI ELITE,HYUNDAI ELITE I20 MAGNA PLUS BSIV,HYUNDAI,8.160518247477505,5.0,18.6,1197.0
465.0,2016,MARUTI WAGON,MARUTI WAGON R VXI OPTIONAL,MARUTI,9.903487552536127,5.0,20.51,998.0
260.0,2012,MARUTI ALTO,MARUTI ALTO K10 KNIGHTRACER,MARUTI,9.730918287184851,5.0,20.2,998.0
325.0,2017,RENAULT KWID,RENAULT KWID 1.0 RXT 02 ANNIVERSARY EDITION,RENAULT,10.545341438708522,5.0,23.01,999.0
340.0,2016,HYUNDAI EON,HYUNDAI EON MAGNA PLUS,HYUNDAI,10.308952660644293,5.0,21.1,814.0
700.0,2019,HONDA AMAZE,HONDA AMAZE V PETROL BSIV,HONDA,8.411832675758411,5.0,19.5,1199.0
260.0,2018,MARUTI OMNI,MARUTI OMNI E MPI STD BS IV,MARUTI,10.308952660644293,8.0,16.8,796.0
700.0,2018,HYUNDAI I20,HYUNDAI I20 1.2 ASTA,HYUNDAI,8.699514748210191,5.0,18.6,1197.0
550.0,2016,MARUTI SWIFT,MARUTI SWIFT VXI OPTIONAL,MARUTI,9.903487552536127,5.0,20.4,1197.0
773.0,2016,HONDA CITY,HONDA CITY I VTEC VX,HONDA,11.082142548877775,5.0,17.8,1497.0
450.0,2017,TATA TIAGO,TATA TIAGO 1.2 REVOTRON XZ,TATA,10.126631103850338,5.0,23.84,1199.0
410.0,2019,MARUTI EECO,MARUTI EECO 5 SEATER AC BSIV,MARUTI,9.210340371976184,5.0,15.37,1196.0
250.0,2010,CHEVROLET BEAT,CHEVROLET BEAT LT,CHEVROLET,11.05089000537367,5.0,18.6,1199.0
889.0,2017,FORD ECOSPORT,FORD ECOSPORT 1.5 PETROL TITANIUM BSIV,FORD,10.126631103850338,5.0,17.0,1497.0
165.0,2009,MARUTI ZEN,MARUTI ZEN ESTILO LXI BS IV,MARUTI,11.002099841204238,5.0,19.0,998.0
570.0,2016,MARUTI SWIFT,MARUTI SWIFT VXI OPTIONAL,MARUTI,11.407564949312402,5.0,20.4,1197.0
410.0,2018,RENAULT KWID,RENAULT KWID 1.0 RXT OPTIONAL,RENAULT,10.46310334047155,5.0,23.01,999.0
190.0,2014,MARUTI ZEN,MARUTI ZEN ESTILO VXI BSIV,MARUTI,11.002099841204238,5.0,19.0,998.0
300.0,2017,HYUNDAI EON,HYUNDAI EON 1.0 ERA PLUS,HYUNDAI,11.002099841204238,5.0,20.3,998.0
450.0,2013,MARUTI SWIFT,MARUTI SWIFT VXI,MARUTI,10.640651618512848,5.0,18.6,1197.0
310.0,2016,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,9.615805480084347,5.0,22.74,796.0
350.0,2014,MARUTI RITZ,MARUTI RITZ VXI,MARUTI,10.819778284410283,5.0,18.5,1197.0
444.0,2018,HYUNDAI EON,HYUNDAI EON SPORTZ,HYUNDAI,9.615805480084347,5.0,21.1,814.0
300.0,2017,DATSUN REDIGO,DATSUN REDIGO T,DATSUN,10.126631103850338,5.0,22.7,799.0
260.0,2013,MARUTI EECO,MARUTI EECO 5 SEATER AC BSIV,MARUTI,10.165851817003619,5.0,15.37,1196.0
260.0,2013,MARUTI EECO,MARUTI EECO 5 SEATER AC BSIV,MARUTI,10.165851817003619,5.0,15.37,1196.0
225.0,2012,MARUTI ALTO,MARUTI ALTO LX,MARUTI,10.596634733096073,5.0,19.7,796.0
860.0,2017,HONDA CITY,HONDA CITY I VTEC V,HONDA,10.239959789157341,5.0,17.8,1497.0
475.0,2018,MARUTI CELERIO,MARUTI CELERIO ZXI OPTIONAL,MARUTI,10.308952660644293,5.0,21.63,998.0
265.0,2015,MARUTI ALTO,MARUTI ALTO K10 LXI,MARUTI,10.896739325546411,5.0,23.95,998.0
330.0,2018,RENAULT KWID,RENAULT KWID 1.0 RXT OPTIONAL,RENAULT,10.308952660644293,5.0,23.01,999.0
395.0,2019,MARUTI EECO,MARUTI EECO 7 SEATER STANDARD BSIV,MARUTI,8.517193191416238,7.0,15.37,1196.0
300.0,2014,CHEVROLET SAIL,CHEVROLET SAIL 1.2 LS ABS,CHEVROLET,10.819778284410283,5.0,18.2,1199.0
500.0,2015,HYUNDAI I20,HYUNDAI I20 ACTIVE 1.2 S,HYUNDAI,10.968198289528557,5.0,17.19,1197.0
350.0,2012,NISSAN SUNNY,NISSAN SUNNY XV,NISSAN,10.819778284410283,5.0,16.95,1498.0
850.0,2018,HONDA WR-V,HONDA WR-V I-VTEC VX,HONDA,8.961879012677683,5.0,17.5,1199.0
240.0,2016,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,10.819778284410283,5.0,22.74,796.0
450.0,2015,FORD FIGO,FORD FIGO ASPIRE 1.2 TI-VCT TITANIUM PLUS,FORD,11.156250521031495,5.0,18.16,1196.0
420.0,2020,MARUTI CELERIO,MARUTI CELERIO ZXI,MARUTI,10.126631103850338,5.0,21.63,998.0
180.0,2014,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,10.915088464214607,5.0,22.74,796.0
600.0,2017,HYUNDAI I20,HYUNDAI I20 2015-2017 MAGNA 1.2,HYUNDAI,10.308952660644293,5.0,18.6,1197.0
585.0,2019,HYUNDAI GRAND,HYUNDAI GRAND I10 1.2 KAPPA SPORTZ DUAL TONE,HYUNDAI,8.987196820661973,5.0,18.9,1197.0
160.0,2012,MARUTI OMNI,MARUTI OMNI 8 SEATER BSIV,MARUTI,11.03488966402723,5.0,14.0,796.0
150.0,2011,CHEVROLET SPARK,CHEVROLET SPARK 1.0 LS,CHEVROLET,11.289781913656018,5.0,18.0,995.0
245.0,2016,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,10.819778284410283,5.0,22.74,796.0
351.0,2016,MARUTI CELERIO,MARUTI CELERIO VXI,MARUTI,11.002099841204238,5.0,23.1,998.0
351.0,2016,MARUTI CELERIO,MARUTI CELERIO VXI,MARUTI,11.002099841204238,5.0,23.1,998.0
200.0,2013,MARUTI ALTO,MARUTI ALTO 800 LX,MARUTI,11.407564949312402,5.0,22.74,796.0
395.0,2018,RENAULT KWID,RENAULT KWID RXT OPTIONAL,RENAULT,9.287301413112312,5.0,25.17,799.0
500.0,2019,MARUTI IGNIS,MARUTI IGNIS 1.2 DELTA BSIV,MARUTI,9.615805480084347,5.0,20.89,1197.0
255.0,2012,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,10.308952660644293,5.0,22.74,796.0
180.0,2011,MARUTI ALTO,MARUTI ALTO LXI,MARUTI,11.002099841204238,5.0,19.7,796.0
225.0,2015,DATSUN GO,DATSUN GO T BSIV,DATSUN,11.18233589150717,5.0,20.63,1198.0
180.0,2011,HYUNDAI EON,HYUNDAI EON SPORTZ,HYUNDAI,10.46310334047155,5.0,21.1,814.0
550.0,2015,MARUTI SWIFT,MARUTI SWIFT DZIRE VXI,MARUTI,10.819778284410283,5.0,20.85,1197.0
376.0,2011,MARUTI WAGON,MARUTI WAGON R VXI BS IV,MARUTI,11.002099841204238,5.0,18.9,998.0
390.0,2016,MARUTI WAGON,MARUTI WAGON R VXI OPTIONAL,MARUTI,11.289781913656018,5.0,20.51,998.0
600.0,2018,HONDA AMAZE,HONDA AMAZE V PETROL BSIV,HONDA,9.903487552536127,5.0,19.5,1199.0
565.0,2018,VOLKSWAGEN POLO,VOLKSWAGEN POLO 2015-2019 1.0 MPI COMFORTLINE,VOLKSWAGEN,9.852194258148577,5.0,18.78,999.0
329.0,2016,DATSUN GO,DATSUN GO T BSIV,DATSUN,9.852194258148577,5.0,20.63,1198.0
30.0,2001,MARUTI ZEN,MARUTI ZEN LXI,MARUTI,9.210340371976184,5.0,17.3,993.0
250.0,2015,CHEVROLET BEAT,CHEVROLET BEAT LT,CHEVROLET,10.06475570013225,5.0,18.6,1199.0
